gameid,winning_team_champions,losing_team_champions
ESPORTSTMNT01_3380111,"[17, 23, 155, 75, 31]","[12, 73, 45, 42, 51]"
ESPORTSTMNT01_3380155,"[1, 6, 102, 75, 31]","[12, 73, 53, 37, 161]"
ESPORTSTMNT01_3380184,"[48, 6, 156, 37, 90]","[26, 62, 8, 15, 16]"
ESPORTSTMNT01_3380253,"[43, 7, 71, 9, 51]","[55, 146, 36, 75, 31]"
ESPORTSTMNT01_3380257,"[110, 18, 155, 75, 51]","[43, 6, 59, 37, 161]"
ESPORTSTMNT01_3380258,"[110, 156, 36, 95, 41]","[17, 2, 71, 75, 100]"
ESPORTSTMNT01_3380259,"[48, 72, 17, 99, 161]","[12, 91, 82, 95, 90]"
ESPORTSTMNT01_3380278,"[110, 72, 53, 95, 31]","[48, 18, 44, 37, 10]"
ESPORTSTMNT01_3380288,"[47, 23, 12, 37, 161]","[17, 72, 27, 95, 31]"
ESPORTSTMNT01_3380451,"[58, 6, 155, 75, 161]","[48, 23, 47, 4, 10]"
ESPORTSTMNT01_3380486,"[12, 23, 29, 9, 10]","[110, 72, 71, 57, 161]"
ESPORTSTMNT01_3380510,"[82, 23, 53, 9, 5]","[12, 146, 71, 75, 90]"
ESPORTSTMNT01_3380533,"[55, 93, 53, 107, 101]","[12, 146, 36, 75, 51]"
ESPORTSTMNT01_3380556,"[110, 23, 53, 75, 161]","[12, 47, 119, 4, 10]"
ESPORTSTMNT01_3380569,"[17, 47, 48, 75, 161]","[12, 23, 8, 15, 16]"
ESPORTSTMNT01_3380571,"[130, 23, 156, 75, 90]","[12, 87, 53, 24, 51]"
ESPORTSTMNT01_3380589,"[47, 73, 43, 24, 51]","[12, 146, 44, 75, 90]"
ESPORTSTMNT01_3380592,"[129, 21, 71, 37, 90]","[78, 18, 36, 9, 31]"
ESPORTSTMNT01_3380627,"[12, 18, 156, 37, 51]","[47, 91, 8, 75, 100]"
ESPORTSTMNT01_3380702,"[12, 72, 81, 37, 51]","[55, 18, 24, 75, 100]"
ESPORTSTMNT01_3380718,"[55, 73, 108, 15, 161]","[26, 18, 89, 9, 51]"
ESPORTSTMNT01_3380741,"[12, 23, 53, 95, 161]","[43, 110, 71, 75, 114]"
ESPORTSTMNT01_3380759,"[55, 23, 155, 95, 117]","[12, 18, 53, 75, 38]"
ESPORTSTMNT01_3380774,"[17, 72, 48, 95, 117]","[12, 91, 155, 75, 90]"
ESPORTSTMNT01_3380934,"[32, 62, 36, 15, 16]","[110, 87, 89, 57, 161]"
ESPORTSTMNT01_3380976,"[43, 72, 8, 9, 61]","[12, 18, 155, 75, 114]"
ESPORTSTMNT01_3381011,"[110, 18, 8, 75, 61]","[12, 73, 36, 37, 161]"
ESPORTSTMNT01_3381037,"[55, 73, 71, 95, 161]","[12, 23, 81, 75, 10]"
ESPORTSTMNT01_3381038,"[49, 72, 12, 75, 161]","[78, 23, 155, 9, 10]"
ESPORTSTMNT01_3381042,"[49, 33, 48, 95, 90]","[12, 91, 47, 75, 161]"
ESPORTSTMNT01_3381061,"[47, 146, 89, 75, 10]","[1, 123, 155, 15, 161]"
ESPORTSTMNT01_3381096,"[47, 23, 8, 69, 10]","[1, 146, 53, 75, 161]"
ESPORTSTMNT01_3381214,"[12, 87, 36, 75, 10]","[17, 6, 108, 95, 161]"
ESPORTSTMNT01_3381222,"[55, 23, 71, 15, 161]","[47, 91, 155, 75, 10]"
ESPORTSTMNT01_3381264,"[78, 72, 108, 95, 51]","[1, 6, 44, 9, 31]"
ESPORTSTMNT01_3381455,"[88, 7, 156, 75, 114]","[47, 6, 142, 37, 90]"
ESPORTSTMNT01_3381478,"[122, 18, 89, 57, 31]","[51, 91, 53, 9, 10]"
ESPORTSTMNT01_3381505,"[48, 75, 102, 2, 161]","[78, 23, 36, 24, 54]"
ESPORTSTMNT01_3381521,"[17, 146, 53, 4, 10]","[55, 2, 36, 9, 161]"
ESPORTSTMNT01_3381541,"[1, 18, 53, 37, 161]","[110, 23, 36, 15, 16]"
ESPORTSTMNT01_3381557,"[43, 23, 108, 75, 31]","[12, 146, 8, 9, 10]"
ESPORTSTMNT01_3381574,"[12, 73, 156, 60, 51]","[110, 18, 8, 9, 90]"
ESPORTSTMNT01_3381584,"[47, 2, 156, 4, 5]","[12, 18, 53, 75, 51]"
ESPORTSTMNT01_3381635,"[110, 7, 36, 75, 90]","[55, 6, 155, 9, 31]"
ESPORTSTMNT01_3381649,"[78, 87, 155, 37, 90]","[110, 6, 53, 75, 10]"
ESPORTSTMNT01_3381663,"[78, 146, 53, 75, 51]","[2, 91, 156, 15, 16]"
ESPORTSTMNT01_3381677,"[78, 23, 156, 37, 90]","[12, 7, 155, 15, 16]"
ESPORTSTMNT01_3381682,"[43, 87, 36, 28, 54]","[2, 7, 155, 75, 90]"
ESPORTSTMNT01_3381735,"[82, 87, 53, 75, 10]","[12, 72, 71, 95, 161]"
ESPORTSTMNT01_3381785,"[32, 2, 155, 75, 90]","[47, 72, 48, 37, 25]"
ESPORTSTMNT01_3381856,"[82, 23, 8, 75, 61]","[12, 72, 29, 57, 161]"
ESPORTSTMNT01_3382159,"[12, 68, 155, 15, 16]","[19, 23, 36, 37, 161]"
ESPORTSTMNT01_3382214,"[47, 23, 53, 37, 161]","[43, 18, 108, 75, 10]"
ESPORTSTMNT01_3382236,"[82, 91, 155, 75, 10]","[78, 13, 47, 9, 161]"
ESPORTSTMNT01_3382257,"[48, 6, 156, 113, 51]","[47, 23, 8, 75, 161]"
ESPORTSTMNT01_3382319,"[1, 87, 53, 75, 161]","[12, 23, 36, 9, 10]"
ESPORTSTMNT01_3382332,"[55, 33, 89, 37, 90]","[12, 23, 155, 95, 31]"
ESPORTSTMNT01_3382498,"[17, 91, 156, 37, 90]","[110, 62, 36, 75, 25]"
ESPORTSTMNT01_3382503,"[47, 23, 9, 37, 90]","[6, 7, 36, 75, 31]"
ESPORTSTMNT01_3382512,"[148, 7, 53, 15, 161]","[2, 6, 29, 37, 51]"
ESPORTSTMNT01_3382615,"[17, 73, 81, 9, 51]","[12, 23, 34, 75, 10]"
ESPORTSTMNT01_3382616,"[2, 23, 53, 75, 161]","[47, 146, 8, 9, 10]"
ESPORTSTMNT01_3382634,"[49, 23, 155, 75, 90]","[58, 6, 47, 37, 10]"
ESPORTSTMNT01_3382635,"[47, 18, 3, 37, 101]","[43, 72, 53, 75, 161]"
ESPORTSTMNT01_3382675,"[110, 87, 155, 75, 10]","[67, 18, 36, 9, 31]"
ESPORTSTMNT01_3382699,"[12, 7, 156, 95, 38]","[17, 87, 8, 75, 51]"
ESPORTSTMNT01_3382780,"[78, 18, 53, 95, 114]","[43, 6, 36, 75, 51]"
ESPORTSTMNT01_3382782,"[1, 6, 36, 15, 16]","[47, 156, 99, 37, 51]"
ESPORTSTMNT01_3382882,"[1, 6, 155, 75, 161]","[12, 72, 8, 69, 10]"
ESPORTSTMNT01_3382960,"[43, 73, 77, 95, 31]","[49, 146, 12, 15, 16]"
ESPORTSTMNT01_3382983,"[12, 18, 8, 37, 51]","[110, 7, 156, 4, 10]"
ESPORTSTMNT01_3383012,"[82, 72, 46, 9, 100]","[44, 23, 8, 75, 51]"
ESPORTSTMNT01_3383089,"[12, 73, 47, 75, 10]","[110, 146, 53, 95, 161]"
ESPORTSTMNT01_3383128,"[55, 87, 53, 75, 161]","[47, 146, 71, 4, 10]"
ESPORTSTMNT01_3383132,"[17, 73, 47, 15, 161]","[110, 18, 8, 37, 90]"
ESPORTSTMNT01_3383140,"[12, 23, 8, 9, 10]","[47, 18, 156, 75, 90]"
ESPORTSTMNT01_3383165,"[1, 73, 47, 9, 90]","[12, 18, 155, 75, 25]"
ESPORTSTMNT01_3383182,"[55, 73, 71, 9, 90]","[43, 18, 53, 37, 76]"
ESPORTSTMNT01_3383188,"[47, 2, 83, 24, 161]","[12, 23, 71, 75, 31]"
ESPORTSTMNT01_3383242,"[49, 146, 99, 9, 101]","[12, 91, 155, 75, 114]"
ESPORTSTMNT01_3383246,"[110, 23, 53, 20, 101]","[2, 72, 8, 9, 10]"
ESPORTSTMNT01_3383265,"[17, 18, 53, 75, 114]","[43, 23, 29, 9, 90]"
ESPORTSTMNT01_3383283,"[47, 6, 99, 75, 114]","[49, 23, 36, 37, 90]"
ESPORTSTMNT01_3383327,"[12, 6, 71, 9, 51]","[43, 23, 155, 75, 90]"
ESPORTSTMNT01_3383394,"[2, 87, 36, 75, 161]","[110, 91, 53, 57, 10]"
ESPORTSTMNT01_3383438,"[12, 7, 36, 37, 90]","[43, 23, 77, 75, 51]"
ESPORTSTMNT01_3383466,"[43, 6, 36, 75, 161]","[47, 66, 77, 37, 61]"
ESPORTSTMNT01_3383470,"[110, 72, 53, 37, 90]","[78, 62, 156, 95, 161]"
ESPORTSTMNT01_3383481,"[12, 6, 71, 20, 51]","[82, 18, 53, 37, 90]"
ESPORTSTMNT01_3383508,"[58, 87, 47, 95, 161]","[12, 146, 81, 75, 31]"
ESPORTSTMNT01_3383548,"[82, 2, 108, 37, 90]","[49, 23, 155, 75, 25]"
ESPORTSTMNT01_3383554,"[43, 146, 36, 75, 161]","[12, 87, 81, 15, 16]"
ESPORTSTMNT01_3383568,"[43, 91, 53, 15, 61]","[47, 72, 71, 37, 161]"
ESPORTSTMNT01_3383571,"[78, 18, 53, 75, 161]","[1, 7, 47, 37, 90]"
ESPORTSTMNT01_3383580,"[55, 47, 99, 75, 161]","[110, 23, 155, 15, 101]"
ESPORTSTMNT01_3383590,"[110, 2, 108, 9, 10]","[17, 47, 53, 75, 51]"
ESPORTSTMNT01_3383647,"[78, 23, 156, 37, 90]","[12, 18, 36, 95, 117]"
ESPORTSTMNT01_3383672,"[17, 2, 99, 37, 90]","[12, 6, 36, 9, 31]"
ESPORTSTMNT01_3383758,"[17, 18, 43, 95, 114]","[72, 123, 71, 75, 31]"
ESPORTSTMNT01_3383851,"[12, 72, 53, 15, 16]","[43, 18, 36, 28, 51]"
ESPORTSTMNT01_3383913,"[43, 18, 29, 37, 61]","[47, 73, 71, 9, 161]"
ESPORTSTMNT01_3383996,"[49, 23, 89, 37, 90]","[78, 47, 3, 75, 10]"
ESPORTSTMNT01_3384040,"[12, 73, 47, 75, 10]","[110, 146, 53, 95, 161]"
ESPORTSTMNT01_3384074,"[47, 146, 156, 9, 10]","[27, 50, 8, 75, 51]"
ESPORTSTMNT01_3384079,"[123, 7, 6, 9, 90]","[78, 18, 155, 60, 51]"
ESPORTSTMNT01_3384107,"[17, 73, 47, 15, 161]","[110, 18, 8, 37, 90]"
ESPORTSTMNT01_3384113,"[82, 18, 53, 95, 10]","[78, 6, 29, 9, 31]"
ESPORTSTMNT01_3384126,"[2, 73, 155, 24, 100]","[110, 23, 53, 37, 41]"
ESPORTSTMNT01_3384132,"[82, 146, 8, 37, 90]","[43, 2, 156, 9, 155]"
ESPORTSTMNT01_3384137,"[47, 73, 102, 75, 31]","[55, 91, 53, 15, 16]"
ESPORTSTMNT01_3384163,"[43, 18, 71, 75, 10]","[55, 23, 53, 9, 51]"
ESPORTSTMNT01_3384211,"[12, 146, 36, 37, 90]","[125, 23, 53, 75, 51]"
ESPORTSTMNT01_3384246,"[1, 7, 155, 75, 51]","[2, 72, 53, 9, 10]"
ESPORTSTMNT01_3384328,"[82, 2, 155, 75, 114]","[78, 139, 36, 95, 61]"
ESPORTSTMNT01_3384405,"[103, 66, 71, 15, 161]","[12, 72, 119, 74, 51]"
ESPORTSTMNT01_3384411,"[47, 7, 155, 37, 161]","[1, 72, 12, 24, 10]"
ESPORTSTMNT01_3384412,"[26, 6, 81, 75, 61]","[82, 7, 53, 20, 161]"
ESPORTSTMNT01_3384525,"[12, 6, 44, 95, 161]","[2, 23, 71, 75, 10]"
ESPORTSTMNT01_3384567,"[12, 2, 98, 75, 5]","[55, 23, 71, 15, 16]"
ESPORTSTMNT01_3384650,"[17, 72, 102, 95, 161]","[12, 6, 8, 75, 31]"
ESPORTSTMNT01_3384667,"[47, 2, 71, 75, 161]","[43, 6, 4, 9, 10]"
ESPORTSTMNT01_3384669,"[88, 85, 43, 75, 100]","[72, 93, 59, 95, 114]"
ESPORTSTMNT01_3384670,"[43, 72, 71, 95, 90]","[82, 6, 8, 9, 31]"
ESPORTSTMNT01_3384719,"[43, 72, 8, 75, 161]","[55, 103, 155, 69, 10]"
ESPORTSTMNT01_3384734,"[47, 2, 71, 75, 161]","[1, 6, 99, 9, 10]"
ESPORTSTMNT01_3384750,"[43, 72, 29, 75, 51]","[1, 2, 8, 9, 10]"
ESPORTSTMNT01_3384870,"[55, 2, 60, 15, 16]","[43, 23, 36, 75, 31]"
ESPORTSTMNT01_3384893,"[58, 146, 155, 75, 100]","[43, 18, 8, 37, 51]"
ESPORTSTMNT01_3384917,"[12, 72, 119, 9, 31]","[2, 7, 53, 75, 10]"
ESPORTSTMNT01_3384958,"[110, 2, 71, 20, 161]","[45, 146, 155, 9, 51]"
ESPORTSTMNT01_3384977,"[12, 6, 36, 95, 51]","[82, 2, 71, 75, 100]"
ESPORTSTMNT01_3385015,"[70, 72, 71, 75, 161]","[115, 62, 44, 15, 16]"
ESPORTSTMNT01_3385022,"[78, 72, 60, 15, 16]","[82, 123, 53, 75, 161]"
ESPORTSTMNT01_3385039,"[43, 6, 36, 37, 90]","[82, 13, 14, 95, 31]"
ESPORTSTMNT01_3385051,"[148, 18, 155, 24, 161]","[110, 146, 44, 95, 31]"
ESPORTSTMNT01_3385110,"[12, 7, 36, 95, 51]","[78, 2, 71, 75, 90]"
ESPORTSTMNT01_3385142,"[43, 87, 36, 95, 51]","[78, 6, 155, 119, 47]"
ESPORTSTMNT01_3385146,"[12, 6, 71, 95, 61]","[17, 72, 60, 75, 90]"
ESPORTSTMNT01_3385158,"[43, 146, 71, 75, 10]","[1, 7, 53, 20, 161]"
ESPORTSTMNT01_3385176,"[12, 72, 44, 75, 10]","[47, 23, 155, 20, 161]"
ESPORTSTMNT01_3385181,"[58, 72, 48, 24, 61]","[47, 91, 82, 15, 161]"
ESPORTSTMNT01_3385191,"[47, 18, 53, 9, 61]","[17, 72, 43, 75, 114]"
ESPORTSTMNT01_3385220,"[12, 18, 8, 37, 90]","[2, 72, 71, 15, 16]"
ESPORTSTMNT01_3385333,"[55, 23, 156, 24, 54]","[2, 6, 60, 75, 5]"
ESPORTSTMNT01_3385358,"[17, 72, 48, 9, 64]","[110, 62, 53, 75, 31]"
ESPORTSTMNT01_3385372,"[49, 18, 60, 37, 90]","[43, 6, 44, 75, 61]"
ESPORTSTMNT01_3385374,"[70, 72, 53, 75, 79]","[82, 18, 89, 37, 161]"
ESPORTSTMNT01_3385384,"[110, 162, 156, 75, 51]","[55, 139, 5, 15, 16]"
ESPORTSTMNT01_3385401,"[120, 47, 129, 24, 41]","[58, 72, 8, 15, 16]"
ESPORTSTMNT01_3385462,"[43, 72, 8, 75, 100]","[47, 87, 99, 20, 161]"
ESPORTSTMNT01_3385467,"[43, 87, 71, 9, 10]","[1, 18, 155, 75, 51]"
ESPORTSTMNT01_3385476,"[2, 6, 71, 9, 10]","[43, 72, 99, 75, 161]"
ESPORTSTMNT01_3385487,"[43, 91, 156, 37, 90]","[47, 2, 155, 75, 25]"
ESPORTSTMNT01_3385497,"[2, 6, 99, 75, 51]","[47, 23, 36, 107, 90]"
ESPORTSTMNT01_3385533,"[110, 91, 29, 75, 51]","[43, 2, 71, 9, 10]"
ESPORTSTMNT01_3385628,"[12, 18, 53, 37, 90]","[78, 2, 8, 75, 31]"
ESPORTSTMNT01_3385641,"[55, 72, 99, 95, 86]","[110, 146, 53, 75, 10]"
ESPORTSTMNT01_3385667,"[78, 85, 12, 75, 61]","[43, 23, 29, 24, 161]"
ESPORTSTMNT01_3385675,"[12, 72, 48, 24, 79]","[17, 73, 53, 75, 90]"
ESPORTSTMNT01_3385750,"[47, 146, 71, 75, 10]","[43, 23, 155, 99, 161]"
ESPORTSTMNT01_3385759,"[47, 7, 155, 9, 38]","[43, 73, 156, 60, 51]"
ESPORTSTMNT01_3385796,"[82, 91, 155, 37, 90]","[78, 72, 48, 24, 51]"
ESPORTSTMNT01_3385820,"[1, 2, 53, 9, 10]","[12, 23, 108, 37, 51]"
ESPORTSTMNT01_3386016,"[43, 6, 71, 15, 16]","[55, 23, 36, 37, 161]"
ESPORTSTMNT01_3386078,"[78, 146, 53, 75, 31]","[12, 72, 60, 37, 90]"
ESPORTSTMNT01_3386154,"[110, 23, 89, 95, 31]","[12, 7, 155, 75, 10]"
ESPORTSTMNT01_3386177,"[12, 72, 48, 24, 117]","[82, 91, 47, 37, 90]"
ESPORTSTMNT01_3386189,"[43, 72, 89, 95, 161]","[19, 6, 155, 75, 31]"
ESPORTSTMNT01_3386190,"[55, 18, 158, 15, 161]","[110, 72, 8, 95, 31]"
ESPORTSTMNT01_3386275,"[43, 72, 48, 95, 100]","[82, 91, 155, 75, 51]"
ESPORTSTMNT01_3386321,"[12, 72, 71, 75, 161]","[110, 23, 8, 9, 10]"
ESPORTSTMNT01_3386462,"[2, 23, 71, 24, 41]","[82, 7, 155, 75, 117]"
ESPORTSTMNT01_3386528,"[55, 23, 60, 95, 90]","[12, 7, 36, 75, 100]"
ESPORTSTMNT01_3386574,"[12, 73, 36, 37, 90]","[43, 18, 53, 75, 114]"
ESPORTSTMNT01_3386695,"[82, 7, 102, 75, 31]","[12, 146, 71, 37, 90]"
ESPORTSTMNT01_3386875,"[47, 50, 53, 9, 10]","[22, 72, 48, 30, 51]"
ESPORTSTMNT01_3386889,"[137, 146, 47, 75, 10]","[12, 103, 27, 20, 161]"
ESPORTSTMNT01_3386918,"[82, 23, 8, 24, 90]","[138, 87, 53, 37, 156]"
ESPORTSTMNT01_3386968,"[43, 6, 36, 9, 90]","[110, 72, 99, 24, 31]"
ESPORTSTMNT01_3386993,"[78, 6, 27, 99, 161]","[26, 72, 48, 75, 10]"
ESPORTSTMNT01_3387011,"[49, 87, 99, 75, 25]","[43, 72, 155, 37, 90]"
ESPORTSTMNT01_3387022,"[43, 72, 48, 24, 54]","[78, 146, 47, 9, 90]"
ESPORTSTMNT01_3387026,"[78, 6, 53, 106, 87]","[47, 2, 155, 75, 10]"
ESPORTSTMNT01_3387044,"[78, 72, 48, 60, 51]","[26, 91, 82, 9, 155]"
ESPORTSTMNT01_3387063,"[159, 18, 3, 37, 90]","[43, 72, 158, 15, 16]"
ESPORTSTMNT01_3387074,"[78, 18, 8, 75, 161]","[49, 139, 34, 9, 10]"
ESPORTSTMNT01_3387089,"[110, 23, 89, 95, 31]","[12, 7, 155, 75, 10]"
ESPORTSTMNT01_3387101,"[43, 7, 102, 20, 51]","[49, 13, 36, 15, 161]"
ESPORTSTMNT01_3387109,"[17, 18, 53, 4, 90]","[58, 72, 71, 37, 51]"
ESPORTSTMNT01_3387112,"[82, 72, 45, 37, 161]","[39, 18, 43, 95, 114]"
ESPORTSTMNT01_3387123,"[12, 47, 27, 75, 61]","[43, 7, 53, 95, 161]"
ESPORTSTMNT01_3387182,"[12, 6, 60, 15, 16]","[55, 72, 36, 75, 86]"
ESPORTSTMNT01_3387218,"[43, 23, 36, 24, 101]","[72, 50, 102, 75, 54]"
ESPORTSTMNT01_3387240,"[12, 23, 53, 75, 10]","[43, 73, 156, 95, 31]"
ESPORTSTMNT01_3387249,"[110, 91, 53, 37, 10]","[12, 7, 71, 15, 16]"
ESPORTSTMNT01_3387253,"[78, 72, 27, 75, 10]","[12, 6, 60, 15, 161]"
ESPORTSTMNT01_3387318,"[43, 6, 71, 60, 51]","[17, 2, 53, 75, 100]"
ESPORTSTMNT01_3387326,"[82, 72, 99, 75, 100]","[12, 2, 71, 20, 161]"
ESPORTSTMNT01_3387349,"[47, 23, 8, 37, 90]","[55, 13, 156, 15, 16]"
ESPORTSTMNT01_3387354,"[43, 18, 155, 20, 25]","[78, 2, 71, 74, 61]"
ESPORTSTMNT01_3387387,"[2, 146, 36, 75, 90]","[78, 23, 60, 37, 51]"
ESPORTSTMNT01_3387396,"[47, 18, 71, 9, 61]","[12, 23, 155, 24, 41]"
ESPORTSTMNT01_3387424,"[2, 18, 53, 75, 10]","[43, 23, 71, 37, 161]"
ESPORTSTMNT01_3387483,"[43, 18, 53, 75, 114]","[12, 23, 89, 9, 10]"
ESPORTSTMNT01_3387569,"[43, 146, 155, 99, 161]","[47, 7, 71, 75, 10]"
ESPORTSTMNT01_3387594,"[47, 18, 53, 9, 90]","[1, 6, 71, 95, 117]"
ESPORTSTMNT01_3387595,"[82, 18, 8, 15, 16]","[12, 7, 53, 75, 161]"
ESPORTSTMNT01_3387618,"[78, 6, 8, 37, 90]","[55, 7, 156, 9, 100]"
ESPORTSTMNT01_3387685,"[12, 18, 44, 95, 161]","[58, 72, 48, 60, 61]"
ESPORTSTMNT01_3387856,"[26, 18, 155, 75, 76]","[110, 23, 53, 9, 10]"
ESPORTSTMNT01_3387868,"[43, 18, 53, 9, 161]","[47, 58, 19, 75, 156]"
ESPORTSTMNT01_3387933,"[22, 6, 60, 37, 100]","[47, 18, 36, 75, 76]"
ESPORTSTMNT01_3388003,"[130, 51, 60, 75, 10]","[49, 7, 36, 37, 90]"
ESPORTSTMNT01_3388020,"[55, 23, 36, 75, 76]","[78, 72, 48, 9, 10]"
ESPORTSTMNT01_3388033,"[32, 47, 19, 37, 156]","[1, 23, 81, 75, 10]"
ESPORTSTMNT01_3388041,"[67, 146, 36, 24, 51]","[55, 156, 48, 15, 16]"
ESPORTSTMNT01_3388047,"[2, 73, 71, 75, 67]","[72, 23, 53, 30, 51]"
ESPORTSTMNT01_3388051,"[55, 146, 71, 60, 67]","[43, 23, 8, 24, 51]"
ESPORTSTMNT01_3388081,"[43, 2, 71, 24, 51]","[123, 6, 99, 9, 90]"
ESPORTSTMNT01_3388094,"[43, 23, 53, 9, 25]","[12, 6, 48, 75, 51]"
ESPORTSTMNT01_3388096,"[12, 2, 44, 37, 90]","[17, 66, 155, 9, 31]"
ESPORTSTMNT01_3388098,"[43, 6, 27, 60, 61]","[47, 139, 71, 24, 41]"
ESPORTSTMNT01_3388115,"[58, 23, 53, 4, 90]","[12, 91, 44, 37, 51]"
ESPORTSTMNT01_3388131,"[12, 23, 53, 9, 90]","[1, 18, 155, 37, 51]"
ESPORTSTMNT01_3388255,"[12, 7, 53, 9, 10]","[1, 75, 89, 6, 31]"
ESPORTSTMNT01_3388271,"[88, 33, 8, 75, 31]","[12, 23, 156, 9, 90]"
ESPORTSTMNT01_3388300,"[70, 72, 12, 95, 76]","[88, 160, 48, 9, 31]"
ESPORTSTMNT01_3388312,"[12, 13, 108, 57, 31]","[55, 62, 53, 135, 161]"
ESPORTSTMNT01_3388315,"[78, 147, 155, 75, 51]","[47, 62, 121, 37, 90]"
ESPORTSTMNT01_3388776,"[82, 72, 48, 37, 51]","[1, 21, 19, 75, 100]"
ESPORTSTMNT01_3388777,"[43, 6, 36, 37, 90]","[2, 72, 48, 75, 51]"
ESPORTSTMNT01_3388793,"[12, 18, 60, 37, 76]","[43, 72, 36, 75, 90]"
ESPORTSTMNT01_3388808,"[1, 18, 53, 60, 51]","[82, 7, 71, 15, 16]"
ESPORTSTMNT01_3388819,"[12, 23, 36, 37, 51]","[43, 72, 48, 24, 90]"
ESPORTSTMNT01_3388833,"[78, 6, 53, 75, 51]","[12, 72, 48, 24, 117]"
ESPORTSTMNT01_3389572,"[78, 23, 155, 15, 161]","[12, 7, 133, 75, 10]"
ESPORTSTMNT01_3389612,"[55, 162, 71, 79, 161]","[12, 23, 53, 75, 10]"
ESPORTSTMNT01_3389617,"[47, 139, 36, 37, 90]","[43, 6, 156, 15, 16]"
ESPORTSTMNT01_3389698,"[2, 66, 155, 99, 161]","[12, 13, 71, 95, 51]"
ESPORTSTMNT01_3389839,"[43, 72, 8, 37, 90]","[2, 110, 81, 75, 51]"
ESPORTSTMNT01_3389842,"[17, 146, 71, 24, 51]","[110, 72, 99, 15, 16]"
ESPORTSTMNT01_3389940,"[43, 6, 36, 75, 10]","[55, 23, 53, 60, 90]"
ESPORTSTMNT01_3390109,"[110, 72, 48, 95, 31]","[130, 6, 14, 75, 10]"
ESPORTSTMNT01_3390110,"[12, 13, 53, 15, 86]","[1, 66, 89, 75, 31]"
ESPORTSTMNT01_3390124,"[47, 73, 59, 24, 31]","[51, 146, 53, 75, 76]"
ESPORTSTMNT01_3390141,"[110, 66, 71, 15, 16]","[12, 87, 29, 37, 90]"
ESPORTSTMNT01_3390555,"[55, 18, 53, 4, 86]","[43, 87, 155, 75, 10]"
ESPORTSTMNT01_3390584,"[47, 18, 119, 20, 161]","[2, 51, 71, 15, 16]"
ESPORTSTMNT01_3390621,"[12, 91, 155, 9, 10]","[110, 72, 53, 15, 161]"
ESPORTSTMNT01_3390822,"[26, 18, 71, 24, 5]","[55, 23, 29, 37, 90]"
ESPORTSTMNT01_3390833,"[58, 23, 155, 15, 16]","[67, 62, 158, 9, 10]"
ESPORTSTMNT01_3390843,"[12, 62, 36, 9, 100]","[48, 51, 60, 37, 90]"
ESPORTSTMNT01_3390879,"[47, 72, 130, 95, 31]","[49, 6, 27, 75, 51]"
ESPORTSTMNT01_3391036,"[78, 72, 71, 9, 10]","[47, 156, 119, 37, 51]"
ESPORTSTMNT01_3391038,"[55, 23, 71, 24, 90]","[78, 18, 53, 75, 10]"
ESPORTSTMNT01_3391056,"[55, 23, 27, 24, 54]","[32, 6, 81, 95, 31]"
ESPORTSTMNT01_3391134,"[2, 72, 48, 9, 61]","[82, 6, 71, 75, 90]"
ESPORTSTMNT01_3391232,"[12, 2, 36, 37, 90]","[78, 18, 155, 15, 16]"
ESPORTSTMNT01_3391265,"[47, 156, 119, 9, 51]","[43, 7, 53, 75, 10]"
ESPORTSTMNT01_3391342,"[78, 72, 108, 37, 90]","[48, 6, 53, 75, 114]"
ESPORTSTMNT01_3391375,"[82, 7, 36, 37, 90]","[55, 23, 60, 75, 161]"
ESPORTSTMNT01_3391381,"[47, 72, 48, 60, 90]","[43, 23, 53, 9, 31]"
ESPORTSTMNT01_3391393,"[12, 72, 48, 24, 90]","[43, 23, 53, 37, 51]"
ESPORTSTMNT01_3391402,"[110, 23, 156, 20, 51]","[32, 6, 71, 15, 16]"
ESPORTSTMNT01_3391573,"[2, 91, 8, 37, 25]","[110, 156, 27, 99, 90]"
ESPORTSTMNT01_3391622,"[12, 72, 8, 95, 38]","[122, 21, 53, 75, 51]"
ESPORTSTMNT01_3391624,"[12, 23, 89, 24, 90]","[48, 51, 39, 75, 10]"
ESPORTSTMNT01_3391739,"[12, 72, 71, 9, 31]","[78, 21, 44, 37, 90]"
ESPORTSTMNT01_3391741,"[43, 66, 71, 75, 25]","[12, 2, 8, 37, 90]"
ESPORTSTMNT01_3391761,"[12, 23, 53, 9, 161]","[82, 72, 48, 37, 101]"
ESPORTSTMNT01_3391769,"[32, 18, 71, 20, 51]","[55, 2, 52, 95, 161]"
ESPORTSTMNT01_3391812,"[72, 147, 89, 75, 61]","[47, 73, 155, 24, 100]"
ESPORTSTMNT01_3391825,"[17, 62, 156, 75, 76]","[12, 6, 8, 95, 101]"
ESPORTSTMNT01_3391850,"[43, 66, 8, 75, 51]","[1, 91, 156, 9, 100]"
ESPORTSTMNT01_3391852,"[17, 66, 71, 75, 51]","[12, 23, 89, 9, 10]"
ESPORTSTMNT01_3392005,"[2, 72, 48, 9, 61]","[58, 6, 71, 75, 90]"
ESPORTSTMNT01_3392011,"[82, 7, 47, 37, 90]","[17, 72, 48, 75, 117]"
ESPORTSTMNT01_3392017,"[47, 6, 99, 37, 90]","[12, 72, 71, 75, 31]"
ESPORTSTMNT01_3392067,"[110, 23, 71, 37, 90]","[78, 13, 156, 60, 51]"
