gameid,winning_team_champions,losing_team_champions
ESPORTSTMNT01_3430877,"[22, 72, 89, 69, 100]","[26, 87, 8, 37, 38]"
ESPORTSTMNT01_3430907,"[22, 96, 89, 37, 161]","[2, 157, 156, 79, 90]"
ESPORTSTMNT01_3430915,"[135, 2, 156, 60, 38]","[55, 96, 44, 24, 51]"
ESPORTSTMNT01_3430952,"[32, 6, 71, 75, 51]","[1, 72, 53, 37, 100]"
ESPORTSTMNT01_3430965,"[43, 126, 71, 60, 51]","[2, 164, 89, 37, 90]"
ESPORTSTMNT01_3431855,"[1, 6, 53, 79, 90]","[43, 68, 48, 37, 96]"
ESPORTSTMNT01_3431869,"[88, 72, 89, 79, 90]","[43, 18, 29, 95, 161]"
ESPORTSTMNT01_3431903,"[48, 126, 71, 37, 41]","[82, 50, 8, 95, 38]"
ESPORTSTMNT01_3431955,"[133, 62, 8, 9, 90]","[22, 87, 89, 95, 114]"
ESPORTSTMNT01_3432335,"[55, 23, 89, 37, 90]","[133, 72, 27, 24, 100]"
ESPORTSTMNT01_3432370,"[133, 18, 71, 4, 90]","[5, 50, 36, 15, 51]"
ESPORTSTMNT01_3432412,"[17, 62, 44, 60, 96]","[55, 50, 89, 74, 38]"
ESPORTSTMNT01_3432424,"[1, 3, 99, 69, 38]","[43, 72, 71, 60, 51]"
ESPORTSTMNT01_3432432,"[22, 18, 8, 94, 90]","[12, 62, 3, 60, 25]"
ESPORTSTMNT01_3432434,"[133, 62, 71, 135, 38]","[55, 91, 29, 4, 100]"
ESPORTSTMNT01_3432436,"[49, 91, 71, 75, 90]","[43, 72, 8, 79, 96]"
ESPORTSTMNT01_3432437,"[78, 72, 3, 37, 90]","[55, 7, 44, 60, 96]"
ESPORTSTMNT02_3139465,"[32, 18, 8, 9, 51]","[78, 23, 5, 24, 100]"
ESPORTSTMNT02_3139716,"[1, 66, 8, 24, 100]","[32, 23, 71, 60, 51]"
ESPORTSTMNT02_3139723,"[12, 18, 3, 24, 86]","[17, 6, 14, 15, 16]"
ESPORTSTMNT02_3139748,"[12, 72, 48, 46, 96]","[26, 6, 44, 24, 51]"
ESPORTSTMNT02_3139796,"[70, 72, 71, 9, 31]","[1, 18, 8, 15, 16]"
ESPORTSTMNT02_3139852,"[70, 72, 71, 79, 31]","[1, 6, 44, 28, 5]"
ESPORTSTMNT02_3139857,"[12, 7, 29, 79, 54]","[32, 23, 71, 69, 5]"
ESPORTSTMNT02_3139865,"[1, 23, 14, 37, 101]","[47, 6, 27, 109, 25]"
ESPORTSTMNT02_3139874,"[70, 18, 14, 4, 5]","[103, 7, 83, 24, 31]"
ESPORTSTMNT02_3139886,"[43, 72, 44, 28, 54]","[12, 18, 81, 24, 79]"
ESPORTSTMNT02_3139904,"[17, 7, 14, 24, 79]","[12, 13, 8, 9, 10]"
ESPORTSTMNT02_3139906,"[1, 6, 108, 69, 5]","[12, 92, 14, 24, 54]"
ESPORTSTMNT02_3139934,"[12, 23, 44, 9, 31]","[1, 6, 19, 69, 10]"
ESPORTSTMNT02_3139949,"[55, 50, 71, 74, 79]","[78, 6, 29, 15, 16]"
ESPORTSTMNT02_3139954,"[43, 6, 81, 9, 10]","[55, 23, 71, 69, 31]"
ESPORTSTMNT02_3140458,"[78, 7, 14, 60, 51]","[1, 6, 8, 24, 90]"
ESPORTSTMNT02_3140471,"[32, 6, 71, 94, 51]","[48, 7, 8, 24, 41]"
ESPORTSTMNT02_3140502,"[1, 23, 71, 60, 41]","[110, 7, 14, 4, 10]"
ESPORTSTMNT02_3140583,"[1, 6, 71, 4, 10]","[12, 103, 5, 95, 94]"
ESPORTSTMNT02_3140610,"[58, 18, 44, 15, 10]","[26, 6, 29, 4, 16]"
ESPORTSTMNT02_3140630,"[26, 23, 77, 9, 31]","[12, 87, 14, 69, 10]"
ESPORTSTMNT02_3140687,"[32, 6, 8, 60, 100]","[12, 13, 14, 37, 38]"
ESPORTSTMNT02_3140703,"[1, 23, 44, 4, 54]","[136, 18, 71, 24, 79]"
ESPORTSTMNT02_3140730,"[1, 23, 14, 113, 41]","[55, 18, 108, 15, 16]"
ESPORTSTMNT02_3140733,"[32, 47, 119, 15, 16]","[1, 18, 8, 74, 76]"
ESPORTSTMNT02_3140740,"[12, 23, 29, 79, 54]","[1, 7, 44, 24, 71]"
ESPORTSTMNT02_3140748,"[43, 72, 44, 60, 51]","[32, 6, 63, 24, 5]"
ESPORTSTMNT02_3140782,"[12, 92, 3, 15, 16]","[32, 6, 44, 20, 101]"
ESPORTSTMNT02_3140841,"[48, 18, 29, 24, 79]","[12, 23, 8, 15, 16]"
ESPORTSTMNT02_3140905,"[55, 23, 29, 4, 5]","[26, 6, 8, 15, 16]"
ESPORTSTMNT02_3141490,"[1, 6, 29, 69, 79]","[47, 18, 3, 24, 54]"
ESPORTSTMNT02_3141521,"[88, 6, 119, 8, 51]","[50, 72, 19, 4, 101]"
ESPORTSTMNT02_3141532,"[12, 6, 63, 69, 86]","[78, 13, 8, 9, 10]"
ESPORTSTMNT02_3141537,"[1, 6, 44, 20, 76]","[110, 18, 71, 15, 16]"
ESPORTSTMNT02_3141624,"[22, 6, 29, 24, 25]","[43, 18, 8, 75, 5]"
ESPORTSTMNT02_3141733,"[58, 6, 71, 74, 28]","[12, 2, 29, 79, 54]"
ESPORTSTMNT02_3141736,"[78, 6, 44, 37, 90]","[43, 92, 63, 79, 25]"
ESPORTSTMNT02_3141749,"[43, 6, 81, 94, 76]","[32, 2, 63, 9, 10]"
ESPORTSTMNT02_3141756,"[43, 6, 14, 69, 90]","[47, 18, 108, 24, 51]"
ESPORTSTMNT02_3141774,"[78, 33, 36, 15, 31]","[82, 18, 8, 24, 16]"
ESPORTSTMNT02_3141793,"[1, 6, 71, 28, 79]","[58, 23, 44, 24, 5]"
ESPORTSTMNT02_3141821,"[70, 6, 81, 4, 79]","[1, 18, 71, 24, 54]"
ESPORTSTMNT02_3141904,"[70, 18, 89, 112, 51]","[110, 23, 3, 15, 16]"
ESPORTSTMNT02_3141970,"[12, 72, 44, 4, 5]","[58, 6, 29, 24, 31]"
ESPORTSTMNT02_3142054,"[32, 18, 81, 15, 16]","[70, 23, 71, 9, 10]"
ESPORTSTMNT02_3142056,"[12, 72, 29, 4, 79]","[32, 6, 44, 69, 5]"
ESPORTSTMNT02_3142154,"[6, 7, 59, 65, 46]","[12, 50, 81, 28, 54]"
ESPORTSTMNT02_3142160,"[32, 92, 42, 15, 16]","[78, 18, 81, 9, 31]"
ESPORTSTMNT02_3142222,"[12, 109, 48, 24, 101]","[26, 103, 29, 4, 111]"
ESPORTSTMNT02_3142232,"[43, 6, 44, 28, 116]","[48, 72, 115, 69, 54]"
ESPORTSTMNT02_3142243,"[1, 6, 103, 28, 79]","[32, 7, 53, 24, 5]"
ESPORTSTMNT02_3142276,"[115, 92, 29, 74, 51]","[12, 23, 8, 24, 100]"
ESPORTSTMNT02_3142286,"[22, 18, 71, 69, 31]","[78, 23, 8, 9, 10]"
ESPORTSTMNT02_3142303,"[26, 23, 71, 4, 54]","[78, 6, 116, 24, 5]"
ESPORTSTMNT02_3142305,"[12, 18, 108, 9, 10]","[17, 23, 59, 15, 16]"
ESPORTSTMNT02_3142313,"[22, 18, 59, 69, 54]","[48, 23, 71, 24, 90]"
ESPORTSTMNT02_3142318,"[12, 23, 81, 46, 54]","[1, 2, 8, 9, 31]"
ESPORTSTMNT02_3142352,"[55, 18, 29, 9, 31]","[17, 23, 44, 15, 16]"
ESPORTSTMNT02_3142373,"[12, 23, 71, 69, 10]","[1, 7, 81, 9, 31]"
ESPORTSTMNT02_3142413,"[1, 13, 71, 15, 86]","[32, 23, 29, 24, 16]"
ESPORTSTMNT02_3142418,"[12, 47, 71, 15, 16]","[43, 92, 44, 9, 10]"
ESPORTSTMNT02_3142422,"[17, 23, 71, 28, 96]","[12, 66, 24, 60, 51]"
ESPORTSTMNT02_3142423,"[1, 132, 55, 9, 10]","[12, 23, 71, 15, 16]"
ESPORTSTMNT02_3142430,"[78, 7, 44, 24, 101]","[70, 103, 81, 28, 79]"
ESPORTSTMNT02_3142434,"[47, 23, 8, 79, 5]","[1, 13, 14, 65, 46]"
ESPORTSTMNT02_3142448,"[12, 18, 14, 112, 51]","[103, 92, 48, 28, 41]"
ESPORTSTMNT02_3142450,"[12, 92, 14, 65, 46]","[2, 47, 115, 28, 5]"
ESPORTSTMNT02_3143048,"[32, 92, 71, 15, 16]","[12, 23, 29, 9, 31]"
ESPORTSTMNT02_3143052,"[70, 6, 83, 24, 79]","[1, 72, 3, 28, 61]"
ESPORTSTMNT02_3143057,"[97, 72, 3, 15, 16]","[12, 18, 8, 9, 10]"
ESPORTSTMNT02_3143076,"[32, 18, 81, 28, 51]","[12, 23, 3, 24, 79]"
ESPORTSTMNT02_3143084,"[48, 72, 14, 28, 117]","[32, 62, 81, 24, 51]"
ESPORTSTMNT02_3143090,"[12, 72, 71, 28, 51]","[78, 23, 8, 24, 79]"
ESPORTSTMNT02_3143092,"[43, 6, 63, 24, 80]","[140, 103, 89, 79, 54]"
ESPORTSTMNT02_3143171,"[12, 6, 29, 9, 100]","[32, 7, 134, 20, 51]"
ESPORTSTMNT02_3143178,"[58, 6, 71, 135, 79]","[1, 93, 36, 4, 5]"
ESPORTSTMNT02_3143179,"[58, 6, 63, 79, 51]","[70, 23, 102, 15, 16]"
ESPORTSTMNT02_3143199,"[17, 23, 8, 9, 10]","[12, 18, 29, 37, 51]"
ESPORTSTMNT02_3143210,"[78, 6, 29, 65, 5]","[43, 72, 44, 24, 54]"
ESPORTSTMNT02_3143269,"[103, 72, 48, 4, 111]","[58, 6, 29, 28, 79]"
ESPORTSTMNT02_3143294,"[43, 92, 27, 9, 31]","[1, 23, 29, 15, 16]"
ESPORTSTMNT02_3143327,"[55, 23, 44, 69, 10]","[78, 103, 8, 24, 54]"
ESPORTSTMNT02_3143404,"[17, 23, 8, 15, 16]","[12, 103, 81, 69, 31]"
ESPORTSTMNT02_3143454,"[32, 92, 14, 4, 117]","[12, 6, 8, 24, 114]"
ESPORTSTMNT02_3143455,"[88, 50, 5, 60, 100]","[22, 23, 8, 135, 51]"
ESPORTSTMNT02_3143460,"[12, 92, 36, 24, 96]","[17, 6, 77, 28, 79]"
ESPORTSTMNT02_3143464,"[43, 72, 8, 15, 16]","[12, 6, 44, 20, 96]"
ESPORTSTMNT02_3143477,"[32, 50, 71, 24, 41]","[1, 18, 14, 4, 79]"
ESPORTSTMNT02_3143488,"[78, 50, 14, 4, 41]","[47, 23, 83, 24, 5]"
ESPORTSTMNT02_3143497,"[32, 6, 27, 24, 5]","[1, 23, 8, 4, 94]"
ESPORTSTMNT02_3144025,"[1, 6, 29, 9, 31]","[12, 92, 71, 15, 16]"
ESPORTSTMNT02_3144039,"[6, 7, 77, 65, 46]","[12, 92, 63, 15, 16]"
ESPORTSTMNT02_3144050,"[1, 6, 29, 37, 51]","[122, 23, 71, 79, 38]"
ESPORTSTMNT02_3144125,"[1, 6, 44, 24, 79]","[47, 23, 29, 9, 51]"
ESPORTSTMNT02_3144138,"[67, 23, 3, 9, 10]","[12, 18, 63, 112, 51]"
ESPORTSTMNT02_3144139,"[6, 7, 59, 24, 54]","[26, 131, 8, 28, 79]"
ESPORTSTMNT02_3144159,"[78, 6, 71, 65, 46]","[43, 72, 8, 24, 79]"
ESPORTSTMNT02_3144162,"[29, 18, 53, 15, 16]","[78, 6, 8, 24, 79]"
ESPORTSTMNT02_3144213,"[58, 72, 81, 65, 54]","[12, 6, 8, 9, 5]"
ESPORTSTMNT02_3144227,"[110, 18, 71, 9, 31]","[70, 23, 81, 69, 54]"
ESPORTSTMNT02_3144228,"[12, 50, 59, 24, 54]","[43, 18, 53, 4, 79]"
ESPORTSTMNT02_3144234,"[6, 73, 77, 28, 79]","[43, 23, 63, 24, 54]"
ESPORTSTMNT02_3144237,"[12, 18, 63, 79, 5]","[1, 23, 44, 28, 117]"
ESPORTSTMNT02_3144239,"[48, 72, 29, 28, 54]","[70, 33, 8, 24, 79]"
ESPORTSTMNT02_3144241,"[48, 18, 53, 15, 16]","[32, 6, 45, 69, 10]"
ESPORTSTMNT02_3144297,"[1, 72, 8, 24, 90]","[12, 23, 3, 69, 79]"
ESPORTSTMNT02_3144328,"[12, 92, 81, 28, 79]","[43, 23, 29, 24, 46]"
ESPORTSTMNT02_3144380,"[103, 72, 48, 28, 101]","[12, 18, 53, 24, 79]"
ESPORTSTMNT02_3144385,"[6, 23, 125, 15, 16]","[47, 132, 22, 119, 79]"
ESPORTSTMNT02_3144402,"[32, 50, 63, 9, 100]","[48, 23, 71, 74, 79]"
ESPORTSTMNT02_3144428,"[1, 92, 81, 15, 16]","[12, 6, 71, 9, 31]"
ESPORTSTMNT02_3144439,"[58, 23, 29, 79, 100]","[43, 47, 81, 74, 51]"
ESPORTSTMNT02_3144441,"[19, 103, 8, 54, 79]","[12, 23, 81, 24, 28]"
ESPORTSTMNT02_3148235,"[12, 23, 8, 9, 96]","[1, 18, 3, 75, 31]"
ESPORTSTMNT02_3148241,"[12, 6, 8, 107, 41]","[78, 23, 71, 75, 100]"
ESPORTSTMNT02_3148262,"[43, 72, 3, 37, 51]","[110, 6, 71, 15, 16]"
ESPORTSTMNT02_3148444,"[43, 7, 14, 24, 5]","[17, 18, 71, 28, 54]"
ESPORTSTMNT02_3148459,"[12, 6, 8, 69, 51]","[110, 23, 81, 24, 5]"
ESPORTSTMNT02_3148486,"[17, 6, 48, 75, 100]","[110, 72, 81, 74, 41]"
ESPORTSTMNT02_3148631,"[47, 23, 3, 9, 31]","[43, 6, 71, 20, 155]"
ESPORTSTMNT02_3148704,"[78, 7, 63, 9, 31]","[110, 23, 81, 37, 90]"
ESPORTSTMNT02_3148829,"[12, 72, 71, 37, 90]","[43, 6, 29, 15, 16]"
ESPORTSTMNT02_3148844,"[19, 18, 29, 74, 155]","[78, 50, 71, 79, 114]"
ESPORTSTMNT02_3148927,"[26, 6, 29, 24, 41]","[48, 7, 27, 42, 101]"
ESPORTSTMNT02_3148929,"[55, 92, 99, 60, 67]","[43, 85, 48, 37, 51]"
ESPORTSTMNT02_3148999,"[48, 18, 29, 9, 41]","[43, 6, 83, 4, 5]"
ESPORTSTMNT02_3149281,"[12, 72, 81, 75, 51]","[48, 6, 14, 60, 41]"
ESPORTSTMNT02_3149299,"[43, 6, 3, 37, 67]","[110, 23, 14, 75, 51]"
ESPORTSTMNT02_3149936,"[78, 6, 8, 9, 31]","[43, 18, 44, 15, 16]"
ESPORTSTMNT02_3149937,"[26, 72, 48, 42, 90]","[47, 6, 19, 75, 51]"
ESPORTSTMNT02_3149943,"[78, 92, 44, 24, 25]","[43, 6, 29, 75, 51]"
ESPORTSTMNT02_3149952,"[32, 23, 36, 15, 16]","[110, 6, 71, 9, 31]"
ESPORTSTMNT02_3150288,"[43, 6, 14, 28, 79]","[17, 18, 44, 24, 54]"
ESPORTSTMNT02_3150298,"[47, 23, 71, 24, 90]","[48, 6, 27, 42, 51]"
ESPORTSTMNT02_3150417,"[43, 6, 27, 24, 54]","[55, 72, 71, 15, 16]"
ESPORTSTMNT02_3150429,"[43, 7, 77, 79, 54]","[48, 72, 71, 4, 5]"
ESPORTSTMNT02_3150633,"[1, 92, 19, 20, 136]","[110, 85, 14, 24, 65]"
ESPORTSTMNT02_3150637,"[26, 23, 71, 24, 54]","[78, 6, 48, 42, 41]"
ESPORTSTMNT02_3150774,"[43, 6, 44, 65, 46]","[47, 18, 71, 95, 5]"
ESPORTSTMNT02_3150832,"[110, 72, 27, 15, 16]","[48, 92, 71, 37, 51]"
ESPORTSTMNT02_3150844,"[43, 72, 27, 9, 155]","[55, 23, 71, 69, 31]"
ESPORTSTMNT02_3150895,"[1, 6, 14, 60, 51]","[48, 72, 81, 20, 41]"
ESPORTSTMNT02_3150955,"[43, 18, 3, 75, 31]","[47, 23, 14, 15, 16]"
ESPORTSTMNT02_3150959,"[78, 6, 81, 65, 5]","[12, 23, 155, 24, 54]"
ESPORTSTMNT02_3151024,"[43, 23, 155, 4, 5]","[48, 6, 71, 24, 51]"
ESPORTSTMNT02_3151232,"[43, 92, 27, 9, 114]","[58, 33, 48, 60, 41]"
ESPORTSTMNT02_3151235,"[70, 6, 14, 20, 90]","[43, 92, 99, 24, 54]"
ESPORTSTMNT02_3151253,"[1, 2, 81, 15, 16]","[47, 23, 48, 65, 46]"
ESPORTSTMNT02_3151301,"[78, 6, 14, 9, 31]","[43, 23, 71, 15, 16]"
ESPORTSTMNT02_3151319,"[78, 23, 29, 15, 16]","[119, 18, 71, 9, 31]"
ESPORTSTMNT02_3151356,"[110, 6, 98, 65, 46]","[48, 23, 71, 24, 54]"
ESPORTSTMNT02_3151357,"[78, 72, 81, 15, 16]","[12, 68, 87, 9, 31]"
ESPORTSTMNT02_3151375,"[1, 23, 44, 65, 46]","[47, 18, 81, 4, 5]"
ESPORTSTMNT02_3151399,"[78, 18, 71, 9, 31]","[1, 6, 81, 4, 5]"
ESPORTSTMNT02_3151521,"[138, 6, 27, 37, 90]","[43, 23, 71, 9, 31]"
ESPORTSTMNT02_3151543,"[110, 18, 36, 24, 79]","[48, 62, 77, 69, 155]"
ESPORTSTMNT02_3151570,"[32, 92, 29, 15, 16]","[48, 103, 99, 24, 90]"
ESPORTSTMNT02_3151589,"[12, 72, 81, 37, 90]","[110, 92, 71, 15, 16]"
ESPORTSTMNT02_3151595,"[32, 72, 29, 24, 79]","[1, 6, 155, 4, 5]"
ESPORTSTMNT02_3151605,"[49, 23, 98, 4, 5]","[78, 18, 71, 28, 79]"
ESPORTSTMNT02_3151621,"[43, 18, 81, 65, 46]","[55, 72, 99, 15, 16]"
ESPORTSTMNT02_3151678,"[48, 6, 27, 69, 54]","[110, 23, 44, 24, 5]"
ESPORTSTMNT02_3151708,"[1, 6, 44, 4, 5]","[47, 18, 71, 24, 51]"
ESPORTSTMNT02_3151724,"[78, 72, 14, 24, 5]","[1, 6, 27, 65, 46]"
ESPORTSTMNT02_3151734,"[1, 6, 44, 4, 5]","[12, 18, 71, 24, 51]"
ESPORTSTMNT02_3151743,"[43, 92, 48, 42, 41]","[47, 109, 99, 24, 100]"
ESPORTSTMNT02_3151751,"[1, 23, 44, 69, 79]","[48, 18, 71, 24, 5]"
ESPORTSTMNT02_3151911,"[1, 18, 89, 24, 31]","[124, 51, 48, 69, 94]"
ESPORTSTMNT02_3151932,"[110, 62, 29, 65, 79]","[32, 6, 71, 24, 76]"
ESPORTSTMNT02_3151939,"[87, 47, 71, 15, 16]","[78, 72, 110, 20, 155]"
ESPORTSTMNT02_3151976,"[58, 6, 44, 37, 25]","[78, 72, 48, 60, 90]"
ESPORTSTMNT02_3151998,"[67, 72, 71, 9, 31]","[32, 6, 8, 4, 5]"
ESPORTSTMNT02_3152147,"[43, 68, 48, 28, 90]","[110, 152, 81, 69, 79]"
ESPORTSTMNT02_3152175,"[43, 72, 48, 24, 101]","[70, 47, 71, 37, 113]"
ESPORTSTMNT02_3152181,"[1, 72, 44, 9, 31]","[78, 6, 81, 69, 79]"
ESPORTSTMNT02_3152188,"[19, 18, 3, 69, 31]","[17, 62, 71, 9, 76]"
ESPORTSTMNT02_3152209,"[12, 87, 48, 65, 5]","[110, 44, 120, 94, 79]"
ESPORTSTMNT02_3152211,"[148, 18, 3, 24, 90]","[110, 72, 48, 95, 114]"
ESPORTSTMNT02_3152224,"[29, 92, 99, 60, 51]","[17, 56, 19, 79, 25]"
ESPORTSTMNT02_3152228,"[87, 6, 29, 15, 16]","[1, 18, 36, 9, 31]"
ESPORTSTMNT02_3152240,"[48, 68, 119, 79, 100]","[78, 6, 8, 112, 90]"
ESPORTSTMNT02_3152294,"[78, 23, 14, 9, 31]","[12, 6, 29, 60, 51]"
ESPORTSTMNT02_3152336,"[1, 87, 29, 9, 155]","[78, 92, 71, 4, 5]"
ESPORTSTMNT02_3152343,"[78, 23, 77, 65, 46]","[19, 18, 71, 24, 79]"
ESPORTSTMNT02_3152402,"[47, 23, 71, 9, 31]","[43, 6, 29, 15, 16]"
ESPORTSTMNT02_3152523,"[110, 23, 44, 9, 31]","[43, 72, 14, 75, 51]"
ESPORTSTMNT02_3152568,"[12, 6, 3, 15, 16]","[110, 72, 89, 75, 31]"
ESPORTSTMNT02_3152651,"[78, 18, 81, 9, 31]","[32, 6, 71, 4, 5]"
ESPORTSTMNT02_3152667,"[32, 23, 14, 24, 51]","[1, 18, 3, 15, 16]"
ESPORTSTMNT02_3152737,"[17, 23, 99, 24, 5]","[110, 18, 63, 37, 31]"
ESPORTSTMNT02_3152955,"[32, 68, 44, 9, 79]","[110, 6, 71, 4, 90]"
ESPORTSTMNT02_3152960,"[43, 72, 8, 15, 16]","[12, 18, 44, 37, 90]"
ESPORTSTMNT02_3152965,"[2, 153, 89, 4, 111]","[32, 92, 48, 24, 79]"
ESPORTSTMNT02_3152984,"[82, 6, 44, 37, 90]","[48, 72, 3, 9, 31]"
ESPORTSTMNT02_3152989,"[58, 23, 44, 15, 16]","[1, 72, 130, 24, 31]"
ESPORTSTMNT02_3153128,"[32, 68, 27, 24, 51]","[78, 6, 8, 37, 25]"
ESPORTSTMNT02_3153139,"[32, 72, 48, 28, 5]","[78, 62, 71, 65, 46]"
ESPORTSTMNT02_3153288,"[110, 72, 71, 37, 90]","[48, 6, 14, 75, 51]"
ESPORTSTMNT02_3153295,"[47, 23, 81, 65, 46]","[43, 7, 155, 9, 96]"
ESPORTSTMNT02_3153297,"[110, 18, 71, 69, 79]","[12, 6, 36, 24, 101]"
ESPORTSTMNT02_3153318,"[1, 6, 8, 75, 31]","[43, 23, 71, 15, 16]"
ESPORTSTMNT02_3153371,"[32, 72, 3, 74, 67]","[1, 23, 14, 24, 41]"
ESPORTSTMNT02_3153389,"[1, 6, 27, 9, 31]","[110, 18, 44, 15, 16]"
ESPORTSTMNT02_3153529,"[1, 72, 27, 75, 117]","[70, 6, 44, 9, 155]"
ESPORTSTMNT02_3153683,"[78, 72, 81, 24, 54]","[32, 6, 44, 4, 5]"
ESPORTSTMNT02_3153825,"[110, 6, 3, 9, 31]","[17, 68, 48, 37, 90]"
ESPORTSTMNT02_3153877,"[17, 18, 81, 28, 5]","[110, 23, 89, 65, 46]"
ESPORTSTMNT02_3153897,"[1, 21, 71, 37, 90]","[70, 6, 29, 24, 54]"
ESPORTSTMNT02_3153939,"[43, 23, 99, 94, 38]","[48, 92, 44, 24, 51]"
ESPORTSTMNT02_3153975,"[110, 6, 8, 37, 90]","[55, 68, 99, 24, 38]"
ESPORTSTMNT02_3153983,"[87, 72, 71, 37, 90]","[32, 109, 89, 9, 79]"
ESPORTSTMNT02_3153991,"[58, 18, 53, 37, 90]","[12, 72, 36, 15, 16]"
ESPORTSTMNT02_3154007,"[1, 72, 81, 37, 90]","[110, 6, 71, 9, 31]"
ESPORTSTMNT02_3154012,"[110, 72, 40, 9, 31]","[12, 6, 81, 74, 51]"
ESPORTSTMNT02_3154016,"[1, 18, 149, 15, 16]","[32, 23, 14, 9, 5]"
ESPORTSTMNT02_3154050,"[78, 23, 44, 20, 155]","[19, 6, 81, 24, 51]"
ESPORTSTMNT02_3154086,"[1, 87, 44, 24, 155]","[78, 72, 81, 69, 117]"
ESPORTSTMNT02_3154101,"[26, 44, 48, 9, 31]","[78, 47, 98, 15, 16]"
ESPORTSTMNT02_3154270,"[48, 23, 71, 69, 90]","[1, 18, 81, 24, 54]"
ESPORTSTMNT02_3154297,"[43, 21, 81, 37, 93]","[17, 18, 45, 24, 5]"
ESPORTSTMNT02_3154330,"[48, 2, 71, 37, 90]","[133, 47, 99, 9, 51]"
ESPORTSTMNT02_3154355,"[110, 47, 89, 69, 5]","[48, 23, 81, 24, 76]"
ESPORTSTMNT02_3154365,"[58, 18, 3, 9, 31]","[70, 6, 81, 15, 16]"
ESPORTSTMNT02_3154388,"[110, 51, 71, 95, 76]","[1, 72, 19, 15, 16]"
ESPORTSTMNT02_3154399,"[32, 72, 71, 95, 86]","[70, 6, 44, 9, 31]"
ESPORTSTMNT02_3154422,"[32, 72, 48, 60, 38]","[110, 6, 29, 37, 90]"
ESPORTSTMNT02_3154434,"[55, 6, 29, 9, 31]","[1, 72, 71, 37, 90]"
ESPORTSTMNT02_3154507,"[1, 7, 8, 24, 51]","[78, 87, 44, 9, 31]"
ESPORTSTMNT02_3154690,"[78, 18, 81, 24, 41]","[32, 7, 134, 69, 5]"
ESPORTSTMNT02_3154771,"[12, 92, 141, 69, 143]","[78, 23, 3, 65, 38]"
ESPORTSTMNT02_3154805,"[19, 72, 71, 69, 5]","[78, 6, 44, 28, 54]"
ESPORTSTMNT02_3154833,"[110, 92, 27, 65, 46]","[70, 87, 83, 95, 155]"
ESPORTSTMNT02_3154877,"[48, 6, 108, 24, 51]","[110, 92, 29, 20, 41]"
ESPORTSTMNT02_3154887,"[17, 47, 48, 15, 16]","[110, 72, 19, 65, 46]"
ESPORTSTMNT02_3155007,"[110, 18, 36, 37, 51]","[78, 6, 71, 9, 90]"
ESPORTSTMNT02_3155063,"[78, 23, 155, 24, 28]","[1, 2, 81, 20, 79]"
ESPORTSTMNT02_3155108,"[1, 6, 3, 24, 79]","[78, 23, 14, 42, 41]"
ESPORTSTMNT02_3155254,"[43, 23, 44, 28, 5]","[48, 18, 36, 24, 51]"
ESPORTSTMNT02_3155407,"[19, 62, 14, 28, 5]","[47, 6, 71, 24, 65]"
ESPORTSTMNT02_3155436,"[32, 6, 27, 9, 31]","[26, 153, 71, 95, 106]"
ESPORTSTMNT02_3155459,"[58, 92, 3, 95, 51]","[26, 6, 27, 9, 100]"
ESPORTSTMNT02_3155509,"[78, 7, 14, 24, 51]","[43, 87, 83, 9, 31]"
ESPORTSTMNT02_3155548,"[55, 6, 81, 24, 51]","[43, 23, 155, 4, 5]"
ESPORTSTMNT02_3155605,"[48, 6, 14, 75, 51]","[1, 72, 99, 15, 16]"
ESPORTSTMNT02_3155612,"[78, 6, 71, 15, 16]","[43, 72, 29, 75, 31]"
ESPORTSTMNT02_3155899,"[32, 6, 71, 28, 79]","[1, 72, 29, 69, 155]"
ESPORTSTMNT02_3155919,"[48, 6, 155, 37, 51]","[26, 72, 29, 60, 101]"
ESPORTSTMNT02_3155923,"[133, 23, 8, 79, 101]","[58, 18, 71, 74, 24]"
ESPORTSTMNT02_3155940,"[22, 21, 44, 15, 16]","[70, 72, 48, 37, 51]"
ESPORTSTMNT02_3156036,"[48, 92, 63, 24, 74]","[43, 6, 81, 9, 31]"
ESPORTSTMNT02_3156051,"[43, 23, 71, 15, 16]","[1, 18, 36, 69, 5]"
ESPORTSTMNT02_3156083,"[1, 72, 27, 28, 54]","[78, 92, 71, 24, 74]"
ESPORTSTMNT02_3156106,"[1, 18, 36, 60, 79]","[70, 6, 44, 42, 41]"
ESPORTSTMNT02_3156134,"[1, 23, 89, 9, 79]","[29, 6, 3, 24, 101]"
ESPORTSTMNT02_3156382,"[17, 6, 115, 24, 114]","[110, 62, 71, 69, 65]"
ESPORTSTMNT02_3156424,"[110, 18, 44, 37, 51]","[78, 6, 29, 24, 90]"
ESPORTSTMNT02_3156445,"[110, 87, 3, 69, 79]","[48, 18, 14, 24, 51]"
ESPORTSTMNT02_3156460,"[78, 72, 3, 37, 90]","[43, 6, 36, 15, 16]"
ESPORTSTMNT02_3156570,"[43, 47, 119, 24, 90]","[1, 92, 14, 74, 41]"
ESPORTSTMNT02_3156575,"[43, 72, 99, 15, 16]","[48, 2, 155, 20, 28]"
ESPORTSTMNT02_3156687,"[26, 72, 3, 60, 51]","[70, 44, 59, 24, 5]"
ESPORTSTMNT02_3156752,"[12, 72, 48, 79, 5]","[55, 21, 104, 37, 90]"
