team1_champ1,team1_champ2,team1_champ3,team1_champ4,team1_champ5,team2_champ1,team2_champ2,team2_champ3,team2_champ4,team2_champ5,result
2,92,3,48,91,76,19,5,23,10,0
28,148,46,93,40,36,70,17,4,43,0
76,35,59,99,66,6,19,51,53,37,0
36,29,59,4,10,39,70,51,53,37,0
76,70,46,4,43,28,148,39,53,12,0
24,2,97,14,10,74,135,3,93,37,1
36,16,31,53,15,76,19,17,4,10,1
2,135,17,32,40,26,70,38,93,37,0
28,70,5,93,37,34,16,49,4,10,1
24,135,39,48,91,28,16,31,53,44,0
76,16,17,53,37,52,92,3,32,66,1
152,70,17,4,10,28,2,5,14,15,0
148,12,8,53,10,2,70,31,99,85,0
54,86,127,143,129,148,70,20,25,90,1
2,92,8,53,10,152,70,49,32,43,1
152,70,5,93,37,51,16,17,53,44,1
2,92,82,99,10,24,16,8,53,66,1
36,16,3,93,10,56,19,51,53,37,1
28,148,17,93,37,26,16,97,32,10,1
45,2,5,14,10,28,133,17,4,15,0
36,70,5,32,10,52,148,17,93,37,0
152,70,97,93,10,2,92,82,99,44,1
74,135,31,53,37,28,148,127,93,44,0
76,135,49,93,37,52,92,8,53,10,1
2,16,46,99,10,24,70,97,93,37,1
152,148,31,53,40,34,16,39,93,44,1
36,92,5,93,10,59,2,17,9,66,0
74,2,25,9,44,52,148,8,53,10,1
51,92,8,53,66,28,135,38,99,10,0
28,70,46,53,90,45,135,145,75,5,0
30,95,59,47,10,2,70,49,9,66,0
41,103,158,4,5,94,92,49,14,66,1
56,95,97,75,85,45,70,49,32,66,1
51,2,60,4,123,24,70,49,48,44,0
76,70,49,75,15,56,135,97,9,10,1
56,135,3,75,66,2,70,158,53,10,1
28,144,3,75,129,52,70,46,48,91,1
76,148,88,99,10,51,70,46,53,66,1
2,148,49,53,10,67,135,39,75,66,0
74,135,100,93,37,36,133,31,75,43,1
67,148,39,75,66,76,135,46,93,72,1
126,148,97,104,62,36,70,46,48,91,1
67,148,38,93,21,51,109,8,104,62,0
24,86,60,4,37,52,70,49,75,44,1
2,135,49,32,10,67,148,60,4,37,0
28,2,31,93,66,45,148,49,9,44,1
74,92,25,4,91,67,148,1,32,66,0
2,27,25,32,66,26,73,69,9,44,1
28,86,112,53,30,61,92,127,32,66,0
56,86,158,93,91,105,148,65,4,123,0
51,92,152,48,44,158,16,1,4,66,0
61,2,49,75,10,29,57,18,9,66,1
52,92,39,9,66,56,27,49,75,10,0
56,70,60,4,129,36,2,99,79,66,1
1,27,39,93,129,51,70,31,75,85,0
36,70,64,48,10,136,12,139,113,43,1
24,92,25,4,66,51,2,39,75,10,1
41,135,127,9,66,98,2,18,99,10,1
136,33,145,14,66,1,135,39,32,129,1
152,135,59,9,129,56,33,25,75,66,0
61,33,97,75,10,140,135,38,4,44,1
56,70,17,9,66,69,86,89,75,91,0
69,70,89,68,21,40,135,46,32,10,0
74,70,158,134,66,56,135,17,32,10,0
51,70,97,32,10,152,135,46,75,5,1
39,2,97,32,10,36,70,3,4,44,1
152,2,17,9,5,26,70,38,75,10,0
2,135,39,32,10,59,70,5,23,85,0
28,70,5,23,85,51,2,97,75,37,1
36,16,46,75,66,76,2,31,32,10,0
2,16,82,99,10,36,70,17,53,37,1
76,2,46,53,37,52,70,17,32,66,0
52,92,38,48,44,36,19,51,71,10,1
152,144,60,75,37,74,16,49,32,44,1
76,144,60,75,10,24,92,49,32,129,0
74,144,49,93,43,54,92,17,32,66,1
52,92,17,48,66,2,86,38,53,37,0
52,135,49,32,66,28,89,60,53,40,0
2,135,39,75,66,26,70,46,32,10,1
51,70,97,53,40,152,92,17,48,91,1
41,2,39,53,37,28,19,5,23,85,0
2,16,82,99,10,76,70,46,32,5,1
152,92,20,75,66,2,144,82,99,10,1
152,144,49,75,66,36,19,59,71,10,1
74,19,51,23,10,94,29,59,53,44,0
140,148,17,9,10,28,144,49,14,66,0
51,16,60,75,66,55,70,49,53,10,1
86,148,64,93,10,28,2,46,9,66,1
140,144,31,75,66,51,92,17,32,72,0
21,148,17,71,51,152,89,25,93,37,1
152,86,3,48,91,76,89,65,4,66,1
56,89,17,75,129,24,144,3,48,91,1
28,148,5,32,66,34,89,17,48,10,0
152,70,49,75,85,26,2,17,4,66,1
2,70,49,75,10,26,144,17,9,66,0
152,70,3,32,15,76,144,8,4,85,1
74,89,25,75,5,152,135,17,9,66,1
152,135,49,143,129,40,144,17,93,10,1
74,70,17,9,91,36,135,8,75,66,0
152,70,8,48,129,74,16,64,113,10,1
26,144,49,83,129,2,89,31,32,66,0
28,144,46,32,30,152,132,8,53,37,1
51,2,5,4,44,28,70,158,54,10,0
34,19,46,83,10,76,92,115,4,66,0
2,70,5,83,66,34,92,17,37,93,0
28,7,5,32,15,12,148,49,4,64,1
2,135,17,4,40,76,7,5,32,66,1
74,70,158,32,15,152,135,49,4,10,1
140,70,158,75,15,34,57,59,4,10,1
28,29,59,32,10,34,92,158,93,37,1
28,148,158,4,10,38,70,39,32,30,1
74,70,46,4,15,59,19,17,32,66,1
36,2,158,4,40,76,89,17,48,91,0
34,2,49,4,10,36,148,59,32,43,1
36,92,51,48,37,74,132,31,53,72,1
26,135,39,32,10,152,16,51,93,37,1
76,89,17,75,15,34,19,8,32,30,1
59,2,17,53,40,26,92,46,4,15,0
152,144,17,32,15,55,2,39,48,91,0
2,86,8,4,21,67,70,17,53,37,0
28,135,158,99,66,152,2,49,53,40,1
26,29,3,48,91,2,148,25,32,151,1
76,70,46,4,10,36,135,17,93,37,1
28,2,17,9,15,152,148,38,104,37,0
24,70,127,32,10,2,92,46,93,44,1
94,70,49,54,37,36,2,39,23,10,1
24,70,49,93,44,2,86,60,53,66,1
152,70,17,53,43,51,148,8,48,91,1
12,70,39,4,10,2,92,49,93,44,0
2,135,97,53,40,24,92,49,93,37,0
76,70,46,32,10,59,135,17,4,15,0
28,70,49,93,66,45,16,60,53,37,1
28,135,8,4,15,51,16,31,53,44,0
2,70,17,53,121,76,135,49,93,37,1
59,19,51,14,10,36,70,38,93,37,0
2,70,46,93,10,36,135,49,53,37,0
28,2,17,32,10,152,148,38,93,37,0
24,2,38,53,37,45,133,17,4,10,0
52,70,17,53,43,36,2,59,48,91,0
28,133,8,93,15,26,2,46,32,44,0
36,70,31,32,123,140,148,46,48,91,1
51,2,46,53,44,152,70,17,93,37,0
24,89,127,53,37,45,109,17,93,44,0
12,2,39,4,15,51,19,59,32,66,1
36,148,31,93,66,76,70,46,32,37,1
12,2,8,4,15,59,19,51,14,10,0
36,92,49,93,15,76,70,17,99,10,0
36,2,5,23,10,52,148,17,53,37,1
152,135,49,53,15,12,70,60,23,85,0
2,16,17,93,15,36,89,49,32,10,1
2,133,3,48,91,36,108,38,4,66,1
76,92,5,48,91,152,73,59,75,66,1
2,27,97,83,10,28,103,39,99,66,0
45,118,39,4,15,28,92,82,53,66,0
36,86,89,71,129,70,133,49,48,91,0
92,89,49,48,129,36,144,31,23,66,0
36,135,49,4,66,28,70,3,32,72,0
152,148,25,75,66,26,86,17,53,37,1
36,135,20,4,10,98,2,158,9,66,0
55,2,39,9,129,12,92,49,71,43,0
24,2,158,4,10,56,133,18,99,66,0
51,135,39,4,43,28,16,46,75,66,1
2,144,8,48,91,45,92,127,4,10,0
2,92,97,64,66,56,135,100,75,85,1
2,133,39,48,10,56,135,18,99,66,0
136,135,64,9,43,21,133,65,54,37,0
39,135,69,4,85,36,70,3,9,66,0
28,89,97,64,5,1,135,17,75,66,0
117,16,39,53,37,28,135,49,48,91,0
140,135,25,48,44,56,2,97,4,66,0
59,135,82,75,43,56,70,20,99,66,0
12,135,3,75,10,24,148,97,9,66,1
24,33,3,53,37,76,133,17,48,91,0
86,95,97,47,10,59,108,49,9,44,1
2,70,49,32,5,34,148,46,4,66,0
152,89,3,9,10,74,70,8,75,66,1
2,70,115,75,10,34,58,46,4,66,0
86,148,158,75,37,152,92,25,9,66,0
51,7,64,68,72,28,27,39,75,5,0
152,148,31,4,85,140,135,17,54,66,1
6,86,59,48,91,51,70,17,4,66,1
152,70,31,4,66,140,133,8,48,91,1
51,70,39,53,66,152,135,31,32,10,0
2,135,46,53,66,152,19,51,32,10,0
52,92,31,9,66,28,135,17,4,10,1
74,70,49,93,44,36,92,46,53,37,1
28,2,49,14,5,36,92,24,4,10,1
74,70,18,99,10,152,92,51,93,64,1
28,135,17,53,15,152,92,38,9,10,0
74,70,17,93,64,76,86,31,104,37,0
52,70,97,4,10,76,2,127,32,66,0
152,135,46,48,91,45,2,8,9,44,1
51,70,17,32,15,54,135,5,23,10,1
45,70,17,75,15,2,16,82,99,10,0
152,148,49,137,12,34,144,46,75,37,0
74,92,46,53,37,28,133,17,93,15,1
28,109,8,9,15,26,92,39,53,44,1
6,16,39,48,91,152,70,17,71,30,0
12,2,8,4,10,24,135,46,32,5,0
54,70,49,32,10,2,16,82,99,44,0
24,70,38,32,10,59,92,39,93,44,1
36,135,46,48,91,2,70,17,53,44,1
28,135,49,32,44,152,19,59,23,10,0
2,70,49,93,44,6,92,17,53,40,0
12,19,51,71,30,36,144,3,48,91,1
76,148,31,99,37,28,92,49,9,129,0
52,92,49,53,44,24,133,3,99,10,1
76,92,49,32,21,55,135,60,104,10,1
140,2,60,71,10,76,109,49,9,15,1
52,70,3,99,37,94,144,49,53,66,0
28,70,46,53,44,2,144,97,99,10,1
28,70,17,99,10,24,135,38,75,66,0
2,16,39,99,44,36,92,38,32,10,0
28,70,25,93,37,152,92,17,53,10,1
76,144,3,48,91,28,2,8,32,129,0
76,135,31,32,43,18,118,39,104,127,1
2,133,39,48,91,18,27,17,71,129,1
59,92,39,32,129,28,135,97,75,66,0
146,92,46,9,129,28,86,31,71,91,1
28,86,3,32,129,36,92,17,53,40,1
28,133,39,9,66,26,86,158,75,5,1
36,70,31,75,66,140,86,49,53,44,1
36,92,39,9,129,2,89,49,53,40,0
2,70,49,32,15,140,135,17,93,66,0
74,135,17,93,66,36,70,49,9,86,0
45,92,17,71,66,28,70,46,75,90,0
24,92,158,75,66,51,70,39,32,72,0
6,95,17,75,66,152,92,158,32,72,0
21,148,17,75,127,6,135,39,32,66,1
56,27,25,48,10,39,133,20,4,66,0
56,33,57,48,91,17,135,1,32,66,0
136,27,127,4,66,40,70,1,54,37,0
101,70,3,104,62,2,135,97,32,127,0
2,70,97,93,10,36,135,17,32,15,1
152,144,31,48,91,76,135,39,93,10,1
51,70,17,75,10,28,86,3,48,91,1
28,70,17,48,91,61,108,97,93,10,0
74,70,8,32,10,56,135,3,127,66,0
12,95,3,75,66,74,148,122,53,10,0
56,95,39,75,66,74,148,97,4,10,1
56,95,17,75,10,74,148,38,32,66,1
36,133,31,75,66,74,135,39,32,10,0
36,70,3,32,10,12,86,158,53,37,0
76,2,31,32,10,36,132,158,93,37,1
36,2,46,4,44,76,144,31,32,10,0
2,144,46,99,30,36,70,3,32,10,1
6,2,49,48,10,34,135,17,75,91,1
136,70,49,75,10,34,19,60,32,41,1
28,7,5,14,15,26,135,46,4,10,0
24,144,158,4,129,59,19,51,32,121,0
76,19,51,32,43,74,135,8,53,37,1
76,139,51,32,129,55,92,39,48,91,0
74,144,39,32,129,59,92,17,4,85,0
74,148,31,83,10,36,70,18,53,66,1
34,70,17,32,10,28,2,31,104,15,0
140,148,49,48,15,2,89,3,32,91,1
36,92,5,48,10,74,89,46,75,91,1
51,2,31,75,15,28,70,5,99,10,1
76,133,31,32,15,6,135,39,53,10,1
34,70,49,53,10,74,19,5,32,15,1
28,2,17,53,37,76,19,5,32,43,1
28,70,49,104,15,152,148,115,53,37,1
76,92,17,4,15,28,135,46,104,10,1
28,89,49,48,10,36,148,17,53,15,0
76,70,31,53,15,12,92,49,32,10,0
59,133,17,32,43,28,135,49,83,10,0
26,148,31,32,10,76,92,39,53,15,1
34,70,49,4,10,74,89,17,32,66,1
28,95,31,75,91,26,92,46,48,10,0
76,70,49,32,30,67,92,17,104,10,1
6,70,49,48,91,38,135,56,104,127,1
1,2,5,32,15,28,148,31,75,44,0
36,148,17,48,91,74,135,46,32,10,0
34,2,46,4,10,74,135,17,32,12,1
36,148,31,83,51,28,70,39,4,43,1
76,89,49,32,10,55,70,158,93,37,0
34,89,17,32,15,76,144,39,53,10,0
74,19,115,53,66,34,92,49,93,37,0
34,92,17,93,44,28,135,46,32,10,0
2,118,158,48,10,152,148,60,93,91,1
76,151,115,104,127,55,92,46,53,40,1
76,118,158,83,85,74,148,60,32,66,1
28,2,60,99,10,1,70,49,32,85,1
28,135,60,32,72,36,148,49,113,15,0
12,92,5,48,91,76,70,8,53,40,1
76,148,49,32,66,67,135,46,93,37,0
2,92,25,104,44,26,148,38,9,10,1
76,92,25,53,40,59,2,46,32,66,1
140,148,25,113,10,34,19,49,93,44,1
34,35,60,32,10,74,148,49,83,85,0
74,148,8,83,10,34,33,39,14,85,0
140,135,25,4,85,28,70,100,32,10,1
36,2,31,83,15,140,148,25,14,10,0
152,70,25,93,44,36,135,31,14,10,1
34,92,46,104,43,2,70,49,93,44,1
34,70,17,75,15,26,148,46,14,85,0
2,144,17,14,15,152,70,39,32,85,1
76,144,17,83,85,67,135,38,14,51,1
34,92,25,53,43,26,144,100,83,10,0
6,70,25,48,91,28,47,34,83,10,1
140,92,31,23,15,152,70,5,113,85,0
140,148,31,54,15,152,70,5,83,85,1
34,144,8,14,85,94,148,158,83,15,0
12,86,25,93,43,152,135,38,53,40,1
34,135,158,68,140,2,92,49,93,37,0
34,135,39,9,21,2,92,49,137,37,0
157,132,31,32,10,26,70,39,104,43,0
152,133,59,9,21,147,135,8,32,129,1
152,148,100,93,66,76,7,46,68,44,0
41,92,8,53,37,56,70,82,93,140,1
2,92,25,93,10,138,19,31,9,44,0
76,135,25,137,37,28,92,8,32,21,0
76,135,25,9,87,28,92,8,32,66,0
74,139,25,68,70,59,19,34,17,66,1
38,133,8,53,37,152,135,17,93,44,1
12,86,8,9,21,6,92,3,104,127,0
12,86,46,104,127,152,133,48,68,140,1
38,16,100,53,37,36,86,49,93,51,1
70,109,31,48,91,45,139,59,9,10,0
12,148,100,53,140,76,139,25,93,37,1
38,70,31,32,129,152,92,25,93,40,1
76,135,97,93,37,2,86,17,53,121,1
28,86,8,93,43,152,92,25,53,37,0
152,92,31,93,43,34,19,46,68,140,1
38,86,25,93,10,2,92,49,53,37,0
38,92,158,53,10,6,148,49,93,66,1
152,139,48,93,43,34,135,17,53,40,1
56,135,100,93,37,24,92,25,53,121,0
34,139,25,32,85,152,33,138,93,10,0
24,135,25,53,121,55,70,31,93,37,1
2,33,100,9,21,138,92,158,53,43,1
51,70,97,93,43,152,92,46,53,44,1
152,92,8,53,140,76,135,25,32,43,0
2,139,157,104,140,38,27,46,9,21,0
34,70,38,93,37,12,92,25,53,43,1
34,139,48,99,10,6,70,46,93,15,0
12,135,17,93,140,34,19,3,68,51,0
28,135,5,53,44,152,16,25,93,10,0
152,135,25,53,66,38,70,49,93,10,0
152,70,31,75,66,34,19,25,32,10,1
2,70,49,53,10,12,148,100,75,66,0
2,135,100,68,140,12,92,25,53,37,0
76,135,46,9,21,2,16,25,93,40,1
28,135,5,68,140,12,70,25,53,85,0
28,135,158,14,5,45,70,25,53,10,1
6,33,25,104,127,2,135,49,93,37,1
76,92,3,53,37,28,135,17,9,44,1
34,33,158,53,37,12,148,25,93,10,1
51,70,31,93,43,26,135,39,53,140,1
34,139,18,93,10,67,86,31,32,66,1
38,92,127,93,37,152,70,25,53,140,0
157,132,138,47,43,12,135,46,93,44,0
2,92,25,104,127,76,135,46,32,21,1
152,70,158,53,37,76,135,8,93,10,1
59,152,34,32,129,76,135,49,104,21,0
152,70,17,53,10,12,86,100,93,37,1
152,86,25,53,37,76,135,17,93,43,0
54,148,25,9,37,97,12,73,93,44,1
6,135,158,93,37,38,133,112,68,140,0
6,92,25,104,127,69,70,17,32,10,1
46,70,39,71,10,38,27,17,93,44,1
76,70,100,68,10,59,135,25,104,21,0
152,92,8,93,37,2,135,158,53,21,1
38,16,39,68,44,28,148,72,53,43,0
12,135,8,68,140,2,148,97,32,43,1
24,135,49,93,37,12,70,46,53,43,1
152,148,17,53,43,138,135,25,93,10,0
36,27,100,32,140,34,139,18,53,66,0
38,135,49,53,121,86,70,141,93,87,1
2,86,31,68,140,59,135,49,93,10,1
152,70,39,53,43,76,92,25,93,37,0
24,92,97,32,37,76,148,49,93,10,1
152,86,31,137,140,52,92,39,53,40,0
152,92,46,53,140,12,135,25,93,37,1
33,135,72,93,40,34,92,39,53,37,1
2,135,3,53,37,67,133,25,9,21,0
52,133,100,53,66,6,33,25,93,40,1
41,27,25,68,64,34,13,39,93,37,1
152,135,100,9,10,52,92,65,104,87,1
6,92,8,53,37,36,135,3,93,44,1
12,135,8,53,37,24,70,17,93,40,1
52,92,100,9,10,56,70,25,53,66,0
152,86,25,53,37,38,70,17,68,140,1
28,70,89,141,43,157,16,17,93,87,0
51,70,31,53,44,2,139,59,32,10,0
34,152,8,93,10,2,139,25,53,43,1
76,148,38,32,43,6,70,17,53,37,0
152,133,100,68,44,138,135,31,32,43,1
152,92,25,53,66,138,135,8,93,44,0
12,135,65,32,51,6,70,100,68,43,0
152,135,8,32,87,76,86,46,53,43,1
61,70,3,68,37,152,86,46,93,43,1
152,27,20,93,21,138,135,17,68,140,0
152,70,25,53,43,36,92,100,93,72,0
76,148,158,93,37,152,70,60,53,66,1
152,70,97,71,43,34,148,49,53,44,1
6,135,158,68,66,2,92,8,53,37,0
28,70,38,104,127,6,139,76,93,37,1
74,148,100,53,72,12,135,3,93,66,1
94,152,138,137,37,36,139,34,32,10,1
12,135,100,9,66,20,92,158,53,10,1
6,135,100,104,10,52,103,38,68,12,1
138,139,72,32,129,2,92,100,53,40,1
28,70,46,53,43,152,92,17,93,10,0
41,92,100,93,37,51,2,46,64,43,0
12,135,100,53,43,24,33,158,93,37,1
38,135,39,53,43,34,19,31,137,140,1
36,92,5,53,43,76,19,31,93,66,1
152,148,46,53,43,89,92,158,75,66,0
34,70,8,93,66,12,135,25,53,140,1
34,139,31,32,43,28,70,17,104,21,1
94,135,112,93,51,28,139,5,23,43,0
51,135,31,93,40,26,70,8,75,66,1
34,133,25,93,44,1,135,46,68,43,0
2,70,49,53,37,26,148,17,93,43,0
34,70,17,93,5,12,135,46,53,37,0
28,19,31,32,125,88,92,39,83,43,1
43,92,8,68,140,21,86,76,104,40,1
152,135,158,53,37,38,33,8,93,43,0
138,148,100,32,37,26,152,49,137,66,1
152,139,138,32,123,26,148,157,75,37,1
152,70,17,68,51,26,148,8,93,66,0
56,47,8,68,140,24,70,49,32,129,0
52,135,65,32,87,67,27,100,93,40,0
118,133,46,93,40,24,135,158,53,37,0
51,139,100,53,43,34,70,3,32,10,0
76,73,59,25,90,152,135,39,54,37,0
56,152,100,9,10,38,33,14,137,66,0
38,70,31,68,66,12,135,25,9,10,0
152,150,46,32,72,76,92,25,93,156,0
152,148,38,93,43,76,133,8,75,66,1
38,139,157,93,85,21,135,20,68,43,1
24,148,38,93,66,76,152,34,32,140,1
34,92,49,83,10,12,70,46,9,43,0
38,135,100,93,40,152,73,138,68,44,1
76,133,100,54,10,34,27,46,32,43,1
51,27,38,9,21,138,135,49,53,10,0
34,135,25,93,66,41,27,17,142,44,1
2,148,8,104,43,152,92,25,9,21,0
34,135,8,137,37,12,92,100,53,43,1
38,70,100,53,44,45,92,158,93,10,0
2,135,100,137,37,34,92,46,53,43,1
34,92,100,53,44,76,135,46,9,10,1
24,70,97,104,43,56,92,49,53,10,1
12,70,97,104,43,147,92,25,53,10,0
6,135,8,93,40,157,27,25,9,21,1
157,132,46,93,40,26,135,17,53,37,0
34,139,18,104,21,76,70,39,93,43,1
2,135,100,32,44,152,139,138,93,10,0
152,135,8,53,43,76,92,46,93,37,1
12,47,95,93,40,76,135,25,53,10,1
74,133,25,9,21,12,135,100,53,37,0
74,148,100,68,140,157,135,46,53,37,1
41,16,17,32,21,159,130,100,53,43,0
152,70,100,32,10,74,92,49,93,5,1
136,148,158,53,10,59,92,49,93,37,0
76,70,25,104,127,152,135,83,9,21,1
6,148,25,53,10,52,92,8,93,37,0
6,92,100,93,66,34,135,25,53,10,1
2,70,25,32,66,52,135,39,68,140,1
152,33,25,53,37,81,135,38,9,21,1
152,148,31,32,43,38,92,39,79,37,0
2,152,17,99,43,138,92,25,53,37,0
38,152,138,93,10,51,135,25,53,66,1
51,139,25,104,62,74,118,158,79,64,1
100,139,18,9,37,55,152,39,93,40,1
12,139,157,32,21,28,58,17,68,140,0
52,70,17,137,43,51,144,25,93,40,1
38,133,72,32,37,39,27,49,104,62,1
76,92,158,159,129,28,135,49,93,43,1
2,139,31,32,15,28,70,82,93,10,0
52,70,46,14,66,20,73,112,137,37,0
2,92,46,104,127,76,135,158,32,121,0
2,92,46,68,140,12,27,112,53,37,0
2,86,31,53,37,152,70,46,93,43,0
34,152,31,9,21,2,135,49,32,43,1
12,70,8,159,40,34,16,25,48,129,1
76,135,46,159,44,94,70,49,53,43,1
34,139,46,32,121,12,148,112,93,40,1
73,139,135,32,10,26,70,38,68,43,1
38,92,46,53,12,74,148,25,93,10,0
76,92,25,68,140,6,148,8,9,129,1
25,70,78,71,10,22,86,17,104,21,1
76,92,97,93,43,152,133,39,53,37,0
34,27,25,53,10,36,148,46,32,43,0
2,148,31,104,140,138,152,144,32,117,1
12,86,25,104,127,6,139,157,32,21,1
76,135,25,93,10,152,92,100,104,51,1
2,92,100,32,5,87,135,158,53,10,0
138,70,158,53,10,28,148,8,93,37,1
34,139,59,64,43,74,135,158,53,37,0
76,108,8,32,21,152,148,38,134,43,0
34,27,17,93,66,24,92,158,32,129,0
152,70,46,137,72,38,135,65,9,66,0
36,135,25,53,37,152,33,46,32,43,1
28,135,158,104,40,67,148,3,159,21,0
28,148,46,9,10,26,70,31,53,87,1
152,139,18,53,51,21,148,17,93,140,1
74,135,100,53,156,152,70,25,93,40,1
76,148,100,53,43,88,70,8,134,37,0
76,148,141,93,140,6,152,18,53,37,1
59,152,49,53,37,38,80,158,9,129,1
2,133,39,32,21,28,152,64,93,37,0
76,70,100,141,37,152,135,25,68,140,0
26,133,25,159,40,67,152,100,68,57,0
152,108,38,83,21,28,148,49,32,5,0
28,12,5,53,37,76,70,112,14,43,1
70,139,138,159,129,38,33,157,93,43,1
136,135,46,137,37,152,148,158,53,140,1
94,135,17,93,44,34,139,25,79,40,0
26,135,38,142,44,36,148,138,93,43,1
152,133,8,53,43,6,135,3,142,40,1
152,27,142,53,40,2,29,95,93,72,0
76,35,31,159,43,34,152,72,83,44,0
56,92,46,53,37,54,152,117,93,66,1
74,135,25,32,21,34,152,3,137,43,0
56,135,25,53,66,6,16,17,9,21,0
12,139,17,53,51,52,135,46,32,66,0
34,92,31,104,21,52,135,25,32,66,1
33,135,158,159,72,34,70,46,68,37,1
38,70,46,32,21,34,152,158,53,66,1
152,148,17,68,140,76,92,25,93,85,0
34,139,38,53,37,2,16,72,68,43,0
12,148,25,93,43,24,33,46,53,37,0
6,33,141,159,66,152,135,101,93,37,0
28,152,5,23,43,12,2,21,32,10,1
76,70,3,93,140,138,92,17,53,21,1
152,92,8,104,21,76,135,25,32,140,0
152,70,25,53,40,34,19,97,113,51,1
12,135,97,159,129,152,70,25,68,21,1
76,135,31,93,21,34,139,39,68,140,1
152,133,17,159,43,138,135,46,53,10,0
72,33,8,32,117,55,109,49,14,85,1
152,135,100,159,129,52,33,65,32,72,1
12,133,25,68,5,24,148,100,9,66,0
24,135,158,93,40,6,2,100,32,43,1
36,148,46,68,140,24,135,31,93,40,0
152,148,158,104,21,138,70,49,53,121,0
34,135,8,137,10,6,27,17,53,37,0
86,135,46,159,40,34,139,18,117,21,1
12,135,25,104,43,24,70,46,32,10,0
6,135,21,93,72,51,150,38,9,129,0
34,92,8,104,51,74,135,46,32,10,1
36,135,25,159,10,59,152,17,48,129,0
74,73,25,93,44,76,92,49,53,37,0
6,152,159,68,140,33,148,25,104,21,1
87,77,144,93,37,152,86,158,159,21,0
12,135,25,53,43,152,92,38,93,21,0
38,86,25,53,44,76,139,18,93,10,1
152,92,49,53,37,138,135,25,93,10,1
2,139,46,53,43,157,86,49,159,44,1
38,92,46,104,127,2,70,17,9,21,0
2,70,38,159,10,76,86,46,93,43,1
138,139,59,159,40,45,135,49,53,10,0
26,133,49,159,43,138,135,158,53,15,0
152,70,49,93,37,12,92,25,53,43,1
152,135,49,53,37,34,139,60,159,129,0
6,148,17,93,140,51,135,8,53,66,0
6,135,50,93,140,28,70,46,68,5,1
34,92,8,159,129,52,135,31,53,85,0
6,148,46,104,127,98,92,31,32,21,0
13,70,100,93,10,74,148,158,32,43,1
152,70,72,32,43,61,47,20,159,10,0
34,70,46,53,85,152,105,76,9,21,1
2,92,3,104,127,138,135,46,93,37,0
76,70,112,93,43,152,92,46,159,10,0
12,92,46,93,44,34,139,8,53,10,0
152,33,38,93,43,76,70,46,53,37,0
34,70,38,93,37,152,139,48,32,10,1
2,135,38,53,44,76,92,3,93,140,1
74,135,25,53,15,70,86,141,113,51,0
2,70,8,93,10,138,135,25,53,15,1
34,92,100,143,40,2,148,46,53,43,0
12,92,158,53,37,2,135,38,93,140,0
38,70,20,93,37,12,148,46,53,43,1
38,92,100,53,43,86,135,158,93,10,0
2,27,3,159,66,26,139,39,93,140,0
12,2,31,53,129,152,135,49,93,40,0
28,152,31,53,10,138,92,38,93,43,1
76,70,31,53,140,12,148,5,32,66,1
12,152,157,137,66,38,135,138,32,72,1
2,135,158,14,66,157,70,100,9,10,0
28,70,60,53,37,26,139,18,93,43,0
12,139,100,53,44,38,70,39,93,10,0
34,86,17,48,91,51,139,46,159,10,0
152,70,139,93,10,76,135,46,14,15,1
28,70,46,159,10,38,135,100,93,43,1
138,148,158,53,140,28,135,5,93,40,0
34,19,38,159,44,12,86,25,23,43,1
138,152,100,48,129,76,27,46,32,21,0
2,33,46,53,43,157,135,38,93,140,1
12,148,25,159,10,74,70,17,53,43,0
2,135,8,53,43,138,86,141,93,51,0
12,86,46,104,21,38,70,25,93,140,0
74,70,8,53,10,12,135,25,93,140,1
138,19,46,93,43,34,70,17,53,85,0
38,86,46,159,66,70,148,49,83,85,1
76,86,141,159,10,12,70,100,93,140,1
12,135,31,93,43,28,70,5,53,51,1
76,70,31,104,127,67,148,139,32,21,1
76,27,158,93,37,59,70,17,53,40,1
152,27,25,93,43,34,139,18,32,140,0
2,70,38,9,21,28,148,17,93,10,1
152,135,38,93,10,74,148,25,53,44,1
34,2,39,32,10,74,148,8,93,43,0
138,70,38,32,10,2,148,46,93,43,1
152,148,141,53,43,2,70,69,32,10,1
152,135,31,53,43,26,70,5,93,40,0
152,148,158,93,43,2,135,17,32,21,1
28,27,31,134,129,12,92,25,68,140,1
138,135,158,93,140,51,86,100,53,40,0
38,135,17,53,10,152,92,158,68,70,0
152,135,8,93,37,28,92,25,53,44,0
152,135,100,53,43,2,70,25,93,10,0
34,133,100,68,140,6,135,25,137,21,0
152,86,100,53,40,94,135,49,93,21,1
36,70,31,32,43,138,92,39,104,127,0
152,135,8,93,43,2,103,25,53,10,1
76,70,100,93,37,2,92,25,53,10,0
152,86,97,53,43,46,135,25,93,37,1
38,135,138,93,10,12,70,49,53,87,0
52,86,25,53,43,38,70,46,75,10,1
152,135,5,93,37,76,70,49,53,140,0
2,133,39,104,127,28,135,25,32,43,0
28,139,157,104,140,2,148,141,53,37,1
152,135,100,93,40,34,139,18,53,10,1
12,86,46,104,127,24,135,25,137,140,0
76,70,25,9,21,22,148,72,137,37,0
12,148,8,53,51,74,86,25,93,44,1
138,73,8,53,37,70,86,49,113,92,0
2,135,97,104,127,157,92,100,93,10,0
152,135,25,32,21,76,92,100,93,140,0
152,135,158,48,91,76,70,141,93,40,0
